address,description,price,building_total_floors,num_bathrooms,lat,num_rooms,area,condition,floor,lng,price_sqm,building_type,ceiling_height
"Yerevan, Center, Abovyan St","Commercial property for sale in Abovyan St, Center, Yerevan, 76919","850,000",3,,40.18489390,,210 sq. m.,newly repaired,1,44.52073480,"4,048",stone,3 m
"Yerevan, Davtashen, Petrosyan St","Commercial property for sale in new construction in Petrosyan St, Davtashen, Yerevan, 38994","4,000,000",3,,40.21889390,,3000 sq. m.,newly repaired,3,44.49027120,"1,333",other,3 m
"Yerevan, Center, Northern (Hyusisayin) Ave","Commercial property for sale in new construction in Northern (Hyusisayin) Ave, Center, Yerevan, 73958","7,000,000",8,,40.18366440,,1400 sq. m.,newly repaired,1,44.51460330,"5,000",monolit,3.8 m
"Yerevan, Center, Tumanyan St","Commercial property for sale in Tumanyan St, Center, Yerevan, 62199","1,500,000",5,,40.18295080,,584 sq. m.,good,1,44.51666210,"2,568",stone,3 m
"Yerevan, Center, M.Khorenatsi St","Commercial property for sale in M.Khorenatsi St, Center, Yerevan, 17868","490,000",5,,40.17009450,,195 sq. m.,newly repaired,1,44.51321750,"2,513",other,3 m
"Yerevan, Center, Tumanyan St","Commercial property for sale in Tumanyan St, Center, Yerevan, 75492","3,000,000",5,,40.18295080,,353 sq. m.,newly repaired,2,44.51666210,"8,499",stone,3.2 m
"Yerevan, Center, Antarayin St","Commercial property for sale in new construction in Antarayin St, Center, Yerevan, 66795","2,250,000",8,,40.19399610,,1500 sq. m.,zero condition,1,44.50903780,"1,500",other,3 m
"Yerevan, Arabkir, Komitas Ave","Commercial property for sale in Komitas Ave, Arabkir, Yerevan, 66080","500,000",5,,40.20473620,,170 sq. m.,newly repaired,1,44.50272720,"2,941",stone,3.2 m
"Yerevan, Achapnyak, Fuchik St","Commercial property for sale in Fuchik St, Achapnyak, Yerevan, 88798","3,000,000",1,,40.20528160,,1000 sq. m.,newly repaired,1,44.47687270,"3,000",stone,3 m
"Yerevan, Shengavit, Arshakunyats Ave","Commercial property for sale in Arshakunyats Ave, Shengavit, Yerevan, 72298","450,000",2,,40.15684320,,900 sq. m.,newly repaired,2,44.50156630,500,stone,3.2 m
"Yerevan, Center, Bayron St","Commercial property for sale in Bayron St, Center, Yerevan, 71095","440,000",5,,40.18733480,,148 sq. m.,good,1,44.51833510,"2,973",stone,3 m
"Yerevan, Center, Mashtots Ave","Commercial property for sale in Mashtots Ave, Center, Yerevan, 53946","440,000",5,,40.18621760,,136 sq. m.,newly repaired,1,44.51357070,"3,235",stone,3.2 m
"Yerevan, Center, Isahakyan St","Commercial property for sale in Isahakyan St, Center, Yerevan, 85173","435,000",5,,40.18499660,,92 sq. m.,newly repaired,1,44.52431280,"4,728",stone,3.2 m
"Yerevan, Center, Abovyan St","Commercial property for sale in Abovyan St, Center, Yerevan, 89783","430,000",5,,40.18671720,,185 sq. m.,good,1,44.52290810,"2,324",other,3.2 m
"Yerevan, Center, Bayron St","Commercial property for sale in Bayron St, Center, Yerevan, 66600","445,000",5,,40.18627600,,142 sq. m.,newly repaired,1,44.51758460,"3,134",stone,3.2 m
"Yerevan, Center, Tigran Mets Ave","Commercial property for sale in Tigran Mets Ave, Center, Yerevan, 81966","148,000",5,,40.17201030,,105 sq. m.,newly repaired,1,44.51366620,"1,410",stone,3 m
"Yerevan, Avan, Isahakyan district","Commercial property for sale in Isahakyan district, Avan, Yerevan, 84102","149,000",2,,40.18827200,,138 sq. m.,newly repaired,2,44.51994190,"1,080",stone,3 m
"Yerevan, Davtashen, Davtashen 4 district","Commercial property for sale in Davtashen 4 district, Davtashen, Yerevan, 97777","150,000",9,,40.22548810,,120 sq. m.,good,1,44.49465770,"1,250",other,2.8 m
"Yerevan, Center, Moskovyan St","Commercial property for sale in Moskovyan St, Center, Yerevan, 79832","150,000",5,,40.18800010,,50 sq. m.,newly repaired,0,44.51757650,"3,000",stone,2.6 m
"Yerevan, Davtashen, Davtashen 4 district","Commercial property for sale in new construction in Davtashen 4 district, Davtashen, Yerevan, 97810","150,000",10,,40.22548810,,120 sq. m.,newly repaired,1,44.49465770,"1,250",monolit,3 m
"Yerevan, Center, Moskovyan St","Commercial property for sale in Moskovyan St, Center, Yerevan, 90711","150,000",5,,40.18666300,,50 sq. m.,newly repaired,0,44.51328700,"3,000",stone,2.6 m
"Yerevan, Center, Moskovyan St","Commercial property for sale in Moskovyan St, Center, Yerevan, 90754","150,000",5,,40.18666300,,50 sq. m.,newly repaired,0,44.51328700,"3,000",stone,2.6 m
"Yerevan, Achapnyak, Shinararner St","Commercial property for sale in Shinararner St, Achapnyak, Yerevan, 76736","142,000",6,,40.19496970,,160 sq. m.,newly repaired,1,44.47383120,888,stone,2.8 m
"Yerevan, Arabkir, Kievyan St","Commercial property for sale in Kievyan St, Arabkir, Yerevan, 80032","150,000",5,,40.19415050,,62 sq. m.,good,1,44.48743340,"2,419",other,2.8 m
"Yerevan, Davtashen, Petrosyan St","Commercial property for sale in Petrosyan St, Davtashen, Yerevan, 94609","120,000",9,,40.21984730,,74 sq. m.,good,1,44.49193830,"1,622",panel,2.8 m
"Yerevan, Shengavit, Artashisyan St","Commercial property for sale in Artashisyan St, Shengavit, Yerevan, 84949","120,000",5,,40.14896730,,151 sq. m.,zero condition,1,44.47085130,795,stone,3.8 m
"Yerevan, Arabkir, Komitas Ave","Commercial property for sale in Komitas Ave, Arabkir, Yerevan, 65443","120,000",5,,40.20187890,,64 sq. m.,good,1,44.49550870,"1,875",stone,3 m
"Yerevan, Center, Koryun St","Commercial property for sale in Koryun St, Center, Yerevan, 67424","120,000",5,,40.18814700,,80 sq. m.,newly repaired,0,44.52398660,"1,500",stone,3 m
"Yerevan, Arabkir, Komitas Ave","Commercial property for sale in Komitas Ave, Arabkir, Yerevan, 89077","120,000",5,,40.20188020,,61 sq. m.,zero condition,1,44.49574470,"1,967",stone,3 m
"Yerevan, Avan, Tsarav Aghbyur St","Commercial property for sale in Tsarav Aghbyur St, Avan, Yerevan, 6349","120,000",1,,40.21587460,,700 sq. m.,newly repaired,0,44.55654580,171,stone,3 m
"Yerevan, Arabkir, Kievyan St","Commercial property for sale in Kievyan St, Arabkir, Yerevan, 19891","115,000",5,,40.19511170,,100 sq. m.,newly repaired,1,44.48831130,"1,150",stone,3.2 m
"Yerevan, Erebuni, Sasuntsi Davit St","Commercial property for sale in Sasuntsi Davit St, Erebuni, Yerevan, 26147","125,000",9,,40.15467910,,203 sq. m.,good,1,44.51773880,616,stone,3.8 m
"Yerevan, Nor Norq, Vilnyus St","Commercial property for sale in Vilnyus St, Nor Norq, Yerevan, 5680","125,000",9,,40.17339600,,167 sq. m.,newly repaired,1,44.56792040,749,panel,3 m
"Yerevan, Erebuni, Artsakh ave","Commercial property for sale in Artsakh ave, Erebuni, Yerevan, 24347","120,000",5,,40.13544260,,110 sq. m.,newly repaired,1,44.51027890,"1,091",stone,3.2 m
"Yerevan, Shengavit, Araratyan 1 alley","Commercial property for sale in Araratyan 1 alley, Shengavit, Yerevan, 1687","120,000",1,,40.18333300,,1400 sq. m.,good,1,44.51666700,86,stone,3.2 m
"Yerevan, Center, Baghramyan Ave (Kentron)","Commercial property for sale in Baghramyan Ave (Kentron), Center, Yerevan, 96006","127,000",5,,40.19223710,,95 sq. m.,zero condition,1,44.50416570,"1,337",stone,3 m
"Yerevan, Shengavit, Arshakunyats Ave","Commercial property for sale in Arshakunyats Ave, Shengavit, Yerevan, 88698","125,000",5,,40.14863940,,181 sq. m.,good,1,44.49606120,691,stone,2.8 m
"Yerevan, Center, Kajaznuni St","Commercial property for sale in Kajaznuni St, Center, Yerevan, 95261","130,000",5,,40.17118530,,215 sq. m.,good,1,44.51949010,605,stone,3 m
"Yerevan, Center, Vardanants St","Commercial property for sale in Vardanants St, Center, Yerevan, 87290","170,000",5,,40.17399790,,77 sq. m.,newly repaired,0,44.52130350,"2,208",stone,2.8 m
"Yerevan, Center, Koryun St","Commercial property for sale in Koryun St, Center, Yerevan, 80692","33,000",9,,40.18814700,,18 sq. m.,good,7,44.52398660,"1,833",panel,2.8 m
"Yerevan, Center, NarDos St","Commercial property for sale in NarDos St, Center, Yerevan, 80125","189,000",4,,40.16602170,,252 sq. m.,newly repaired,0,44.51694160,750,stone,2.8 m
"Yerevan, Achapnyak, Halabyan St","Commercial property for sale in Halabyan St, Achapnyak, Yerevan, 89956","40,000",5,,40.20284940,,80 sq. m.,newly repaired,1,44.47991390,500,other,2.8 m
"Yerevan, Arabkir, Hr.Kochar St","Commercial property for sale in Hr.Kochar St, Arabkir, Yerevan, 91107","270,000",5,,40.20120470,,300 sq. m.,newly repaired,0,44.50143760,900,stone,3 m
"Yerevan, Arabkir, A. Avetisyan St","Commercial property for sale in new construction in A. Avetisyan St, Arabkir, Yerevan, 70688","360,000",9,,40.19799120,,143 sq. m.,newly repaired,1,44.49987810,"2,517",monolit,2.8 m
"Yerevan, Center, Bayron St","Commercial property for sale in Bayron St, Center, Yerevan, 66530","450,000",4,,40.18627600,,240 sq. m.,newly repaired,1,44.51758460,"1,875",stone,3 m
"Yerevan, Arabkir, Kievyan St","Commercial property for sale in Kievyan St, Arabkir, Yerevan, 73306","160,000",6,,40.19569980,,105 sq. m.,newly repaired,0,44.48950130,"1,524",stone,2.8 m
"Yerevan, Arabkir, V.Vagharshyan St","Commercial property for sale in V.Vagharshyan St, Arabkir, Yerevan, 74112","350,000",9,,40.20171710,,250 sq. m.,newly repaired,1,44.49946900,"1,400",panel,3.8 m
"Yerevan, Arabkir, Hakobyan St","Commercial property for sale in Hakobyan St, Arabkir, Yerevan, 80981","35,000",5,,40.20080140,,23 sq. m.,newly repaired,0,44.49097570,"1,522",stone,2.8 m
"Yerevan, Avan, Acharyan St","Commercial property for sale in Acharyan St, Avan, Yerevan, 64688","942,543",1,,40.22620400,,1400 sq. m.,good,1,44.55863380,673,other,3 m
"Yerevan, Arabkir, Kievyan St","Commercial property for sale in Kievyan St, Arabkir, Yerevan, 73646","200,000",4,,40.19569980,,105 sq. m.,newly repaired,0,44.48950130,"1,905",stone,2.8 m
"Yerevan, Center, Agatangeghos St","Commercial property for sale in Agatangeghos St, Center, Yerevan, 67547","300,000",5,,40.17108730,,400 sq. m.,zero condition,2,44.50930250,750,other,3 m
"Yerevan, Center, Teryan St","Commercial property for sale in Teryan St, Center, Yerevan, 97297","520,000",5,,40.18248580,,130 sq. m.,newly repaired,1,44.51382240,"4,000",stone,2.8 m
"Yerevan, Center, Sarmen St","Commercial property for sale in Sarmen St, Center, Yerevan, 74100","775,000",7,,40.19070660,,385 sq. m.,newly repaired,2,44.51744190,"2,013",monolit,3 m
"Yerevan, Center, Moskovyan St","Commercial property for sale in Moskovyan St, Center, Yerevan, 75637","750,000",6,,40.18800010,,240 sq. m.,newly repaired,0,44.51757650,"3,125",stone,2.8 m
"Yerevan, Center, Mashtots Ave","Commercial property for sale in Mashtots Ave, Center, Yerevan, 96386","750,000",5,,40.18063760,,178 sq. m.,good,1,44.50691300,"4,213",stone,3.2 m
"Yerevan, Center, Tumanyan St","Commercial property for sale in Tumanyan St, Center, Yerevan, 82309","720,000",5,,40.18295080,,146 sq. m.,newly repaired,1,44.51666210,"4,932",stone,2.8 m
"Yerevan, Center, Abovyan St","Commercial property for sale in Abovyan St, Center, Yerevan, 47689","720,000",5,,40.18545790,,350 sq. m.,good,1,44.52095040,"2,057",stone,3 m
"Yerevan, Center, Tumanyan St","Commercial property for sale in Tumanyan St, Center, Yerevan, 84214","700,000",4,,40.18075240,,146 sq. m.,newly repaired,1,44.52003780,"4,795",stone,3 m
"Yerevan, Center, Tumanyan St","Commercial property for sale in Tumanyan St, Center, Yerevan, 94043","695,000",5,,40.17845530,,180 sq. m.,newly repaired,1,44.52265260,"3,861",stone,2.8 m
"Yerevan, Arabkir, Hr.Kochar St","Commercial property for sale in new construction in Hr.Kochar St, Arabkir, Yerevan, 70175","695,000",14,,40.20120470,,421 sq. m.,zero condition,2,44.50143760,"1,651",other,2.8 m
"Yerevan, Center, Mashtots Ave","Commercial property for sale in Mashtots Ave, Center, Yerevan, 92412","685,000",5,,40.18890186,,83 sq. m.,newly repaired,1,44.51715955,"8,253",stone,3.2 m
"Yerevan, Center, Tumanyan St","Commercial property for sale in Tumanyan St, Center, Yerevan, 94060","695,000",5,,40.17845530,,180 sq. m.,newly repaired,1,44.52265260,"3,861",stone,2.8 m
"Yerevan, Arabkir, Kasyan St","Commercial property for sale in Kasyan St, Arabkir, Yerevan, 13115","680,000",5,,40.19997580,,275 sq. m.,newly repaired,0,44.49389130,"2,473",stone,3 m
"Yerevan, Arabkir, Mamikoniants St","Commercial property for sale in Mamikoniants St, Arabkir, Yerevan, 73836","80,000",4,,40.20894830,,36 sq. m.,good,1,44.52098980,"2,222",stone,2.8 m
"Yerevan, Arabkir, A. Avetisyan St","Commercial property for sale in new construction in A. Avetisyan St, Arabkir, Yerevan, 87779","80,000",9,,40.19799120,,118 sq. m.,zero condition,2,44.49987810,678,monolit,3 m
"Yerevan, Arabkir, Orbeli Yeghbayrner St","Commercial property for sale in Orbeli Yeghbayrner St, Arabkir, Yerevan, 89953","80,000",4,,40.19308890,,52 sq. m.,newly repaired,1,44.49144170,"1,538",stone,2.8 m
"Yerevan, Center, Kajaznuni St","Commercial property for sale in Kajaznuni St, Center, Yerevan, 6111","80,000",9,,40.16867550,,184 sq. m.,good,0,44.52025930,435,other,2.8 m
"Yerevan, Arabkir, Azatutyan Ave","Commercial property for sale in Azatutyan Ave, Arabkir, Yerevan, 86060","82,000",5,,40.18333300,,80 sq. m.,newly repaired,1,44.51666700,"1,025",stone,2.8 m
"Yerevan, Arabkir, Azatutyan Ave","Commercial property for sale in Azatutyan Ave, Arabkir, Yerevan, 85983","82,000",5,,40.18333300,,80 sq. m.,good,1,44.51666700,"1,025",stone,3 m
"Yerevan, Arabkir, Komitas Ave","Commercial property for sale in Komitas Ave, Arabkir, Yerevan, 71840","82,000",5,,40.20526720,,60 sq. m.,newly repaired,1,44.50375380,"1,367",stone,3 m
"Yerevan, Center, Moskovyan St","Commercial property for sale in Moskovyan St, Center, Yerevan, 54889","84,000",6,,40.18809040,,27 sq. m.,good,1,44.51714340,"3,111",other,2.8 m
"Yerevan, Arabkir, Azatutyan Ave","Commercial property for sale in Azatutyan Ave, Arabkir, Yerevan, 86088","81,000",5,,40.18333300,,80 sq. m.,newly repaired,1,44.51666700,"1,013",stone,3 m
"Yerevan, Arabkir, Komitas Ave","Commercial property for sale in Komitas Ave, Arabkir, Yerevan, 79668","82,000",5,,40.20526510,,60 sq. m.,newly repaired,1,44.50378170,"1,367",stone,2.8 m
"Yerevan, Shengavit, Bagratuniats Ave","Commercial property for sale in Bagratuniats Ave, Shengavit, Yerevan, 79111","85,000",5,,40.14807815,,90 sq. m.,good,1,44.48859243,944,other,2.8 m
"Yerevan, Arabkir, Komitas Ave","Commercial property for sale in Komitas Ave, Arabkir, Yerevan, 43466","87,000",5,,40.19987120,,60 sq. m.,newly repaired,0,44.49215870,"1,450",stone,3.2 m
"Yerevan, Arabkir, Orbeli Yeghbayrner St","Commercial property for sale in Orbeli Yeghbayrner St, Arabkir, Yerevan, 11764","85,000",5,,40.19298270,,52 sq. m.,newly repaired,1,44.49182860,"1,635",stone,2.8 m
"Yerevan, Nor Norq, Nansen St","Commercial property for sale in new construction in Nansen St, Nor Norq, Yerevan, 88561","87,000",16,,40.19719780,,124 sq. m.,newly repaired,1,44.55802780,702,monolit,3.2 m
"Yerevan, Shengavit, Bagratuniats Ave","Commercial property for sale in Bagratuniats Ave, Shengavit, Yerevan, 97280","90,000",5,,40.14854490,,42 sq. m.,newly repaired,1,44.48723150,"2,143",stone,3.2 m
"Yerevan, Shengavit, Bagratuniats Ave","Commercial property for sale in Bagratuniats Ave, Shengavit, Yerevan, 84304","89,000",5,,40.14633350,,89 sq. m.,good,1,44.48964990,"1,000",stone,2.8 m
"Yerevan, Center, Kilikia district","Commercial property for sale in Kilikia district, Center, Yerevan, 95446","90,000",4,,40.17655210,,130 sq. m.,zero condition,1,44.48869830,692,stone,3 m
"Yerevan, Center, I. Alikhanyan St","Commercial property for sale in I. Alikhanyan St, Center, Yerevan, 94925","90,000",6,,40.20253560,,60 sq. m.,newly repaired,1,44.48221120,"1,500",stone,3.2 m
"Yerevan, Shengavit, Bagratuniats Ave","Commercial property for sale in Bagratuniats Ave, Shengavit, Yerevan, 87882","90,000",5,,40.15005310,,87 sq. m.,newly repaired,1,44.48428100,"1,034",stone,3.2 m
"Yerevan, Center, Sayat-Nova Ave","Commercial property for sale in Sayat-Nova Ave, Center, Yerevan, 73283","650,000",5,,40.18376790,,110 sq. m.,newly repaired,1,44.51825120,"5,909",stone,3 m
"Yerevan, Erebuni, Khaghagh Don St","Commercial property for sale in Khaghagh Don St, Erebuni, Yerevan, 91415","90,000",2,,40.12796420,,500 sq. m.,good,1,44.53136250,180,stone,2.8 m
"Yerevan, Center, A.Petrosyan St","Commercial property for sale in A.Petrosyan St, Center, Yerevan, 86083","85,000",8,,40.18333300,,30 sq. m.,newly repaired,1,44.51666700,"2,833",panel,2.6 m
"Yerevan, Center, Tsitsernakaberd Highway","Commercial property for sale in new construction in Tsitsernakaberd Highway, Center, Yerevan, 87710","649,000",23,,40.17937290,,300 sq. m.,newly repaired,1,44.48996990,"2,163",monolit,3.2 m
"Yerevan, Center, Ghazar Parpetsi St","Commercial property for sale in Ghazar Parpetsi St, Center, Yerevan, 94248","600,000",5,,40.18532040,,153 sq. m.,newly repaired,1,44.51044810,"3,922",stone,3 m
"Yerevan, Center, Buzand St","Commercial property for sale in new construction in Buzand St, Center, Yerevan, 76590","630,000",3,,40.17615750,,399 sq. m.,newly repaired,0,44.51719910,"1,579",other,2.8 m
"Yerevan, Center, Vardanants St","Commercial property for sale  in Vardanants St, Center, Yerevan, 91553","630,000",5,,40.17798200,,260 sq. m.,good,1,44.51843600,"2,423",stone,3 m
"Yerevan, Center, Bayron St","Commercial property for sale in Bayron St, Center, Yerevan, 80013","600,000",5,,40.18733480,,142 sq. m.,newly repaired,1,44.51833510,"4,225",stone,3.2 m
"Yerevan, Center, Tumanyan St","Commercial property for sale in Tumanyan St, Center, Yerevan, 17722","600,000",4,,40.18295080,,140 sq. m.,good,1,44.51666210,"4,286",stone,3.2 m
"Yerevan, Center, Moskovyan St","Commercial property for sale in Moskovyan St, Center, Yerevan, 96571","568,000",6,,40.18800010,,142 sq. m.,newly repaired,1,44.51757650,"4,000",stone,3.2 m
"Yerevan, Center, Abovyan St","Commercial property for sale in Abovyan St, Center, Yerevan, 92937","560,000",5,,40.18515710,,110 sq. m.,newly repaired,1,44.52060000,"5,091",stone,3.8 m
"Yerevan, Center, Abovyan St","Commercial property for sale in Abovyan St, Center, Yerevan, 74922","570,000",3,,40.18515710,,125 sq. m.,newly repaired,1,44.52060000,"4,560",stone,3 m
"Yerevan, Center, Vardanants St","Commercial property for sale in Vardanants St, Center, Yerevan, 90430","560,000",4,,40.16904130,,260 sq. m.,newly repaired,1,44.52207620,"2,154",stone,2.8 m
"Yerevan, Center, Abovyan St","Commercial property for sale in Abovyan St, Center, Yerevan, 79012","560,000",5,,40.18905860,,110 sq. m.,good,1,44.52467660,"5,091",stone,3.8 m
"Yerevan, Center, Koryun St","Commercial property for sale in Koryun St, Center, Yerevan, 73593","550,000",2,,40.18901430,,204 sq. m.,newly repaired,1,44.52394320,"2,696",stone,3 m
"Yerevan, Center, Isahakyan St","Commercial property for sale in Isahakyan St, Center, Yerevan, 65438","550,000",5,,40.18487640,,110 sq. m.,newly repaired,1,44.52439570,"5,000",stone,2.8 m
"Yerevan, Center, Isahakyan St","Commercial property for sale in Isahakyan St, Center, Yerevan, 90402","550,000",5,,40.18487640,,120 sq. m.,newly repaired,1,44.52439570,"4,583",other,3 m
"Yerevan, Center, Sayat-Nova Ave","Commercial property for sale in Sayat-Nova Ave, Center, Yerevan, 78431","550,000",4,,40.18206190,,90 sq. m.,newly repaired,1,44.52088370,"6,111",stone,2.8 m
"Yerevan, Center, Mashtots Ave","Commercial property for sale in Mashtots Ave, Center, Yerevan, 15775","550,000",5,,40.18392000,,96 sq. m.,good,0,44.51154400,"5,729",other,2.8 m
"Yerevan, Arabkir, Azatutyan Ave","Commercial property for sale in Azatutyan Ave, Arabkir, Yerevan, 91485","550,000",5,,40.20348710,,220 sq. m.,newly repaired,1,44.52399100,"2,500",stone,2.8 m
"Yerevan, Center, Nalbandyan St","Commercial property for sale in Nalbandyan St, Center, Yerevan, 71891","550,000",6,,40.18157340,,120 sq. m.,newly repaired,1,44.52004900,"4,583",stone,3 m
"Yerevan, Arabkir, Hakobyan St","Commercial property for sale in Hakobyan St, Arabkir, Yerevan, 92573","94,000",5,,40.19880580,,90 sq. m.,good,1,44.49268060,"1,044",stone,3 m
"Yerevan, Davtashen, Davtashen 1 district","Commercial property for sale in Davtashen 1 district, Davtashen, Yerevan, 85227","93,000",1,,40.21462435,,160 sq. m.,newly repaired,1,44.47676817,581,panel,2.8 m
"Yerevan, Arabkir, A. Khachatrian St","Commercial property for sale in A. Khachatrian St, Arabkir, Yerevan, 87553","95,000",5,,40.20588770,,98 sq. m.,good,1,44.50018530,969,other,2.8 m
"Yerevan, Arabkir, Komitas Ave","Commercial property for sale in Komitas Ave, Arabkir, Yerevan, 93002","99,000",5,,40.20046170,,60 sq. m.,good,1,44.49388500,"1,650",stone,3 m
"Yerevan, Center, Zavaryan St","Commercial property for sale in Zavaryan St, Center, Yerevan, 85773","98,000",2,,40.18333300,,43 sq. m.,newly repaired,0,44.51666700,"2,279",stone,2.8 m
"Yerevan, Arabkir, Azatutyan Ave","Commercial property for sale in Azatutyan Ave, Arabkir, Yerevan, 91397","98,000",5,,40.20336110,,70 sq. m.,good,1,44.52256430,"1,400",stone,3 m
"Yerevan, Center, Saryan St","Commercial property for sale in Saryan St, Center, Yerevan, 88462","100,000",5,,40.18448120,,60 sq. m.,newly repaired,1,44.50592760,"1,667",monolit,3 m
"Yerevan, Avan, Malyan St","Commercial property for sale in Malyan St, Avan, Yerevan, 5948","100,000",9,,40.21086700,,225 sq. m.,good,1,44.57289980,444,other,2.8 m
"Yerevan, Qanaqer-Zeytun, Davit Anhaxt St","Commercial property for sale in Davit Anhaxt St, Qanaqer-Zeytun, Yerevan, 88678","105,000",7,,40.20478380,,400 sq. m.,good,1,44.52730360,263,other,3 m
"Yerevan, Shengavit, Manandyan St","Commercial property for sale in new construction in Manandyan St, Shengavit, Yerevan, 77692","105,000",6,,40.15052108,,105 sq. m.,newly repaired,2,44.48280870,"1,000",monolit,3.2 m
"Yerevan, Center, Aram St","Commercial property for sale in Aram St, Center, Yerevan, 59377","200,000",11,,40.17976270,,40 sq. m.,newly repaired,2,44.51334940,"5,000",other,3 m
"Yerevan, Arabkir, A. Khachatrian St","Commercial property for sale in A. Khachatrian St, Arabkir, Yerevan, 76697","98,000",7,,40.20534510,,98 sq. m.,newly repaired,1,44.49845910,"1,000",other,2.8 m
"Yerevan, Center, Teryan St","Commercial property for sale in Teryan St, Center, Yerevan, 71709","430,000",5,,40.18561980,,226 sq. m.,newly repaired,1,44.51789500,"1,903",stone,3 m
"Yerevan, Arabkir, V.Vagharshyan St","Commercial property for sale in V.Vagharshyan St, Arabkir, Yerevan, 40267","195,000",8,,40.20171710,,150 sq. m.,newly repaired,6,44.49946900,"1,300",panel,2.8 m
"Yerevan, Center, Sayat-Nova Ave","Commercial property for sale in Sayat-Nova Ave, Center, Yerevan, 11707","130,000",5,,40.18206190,,40 sq. m.,newly repaired,1,44.52088370,"3,250",stone,2.8 m
"Yerevan, Arabkir, Kievyan St","Commercial property for sale in Kievyan St, Arabkir, Yerevan, 91502","450,000",5,,40.19493480,,164 sq. m.,newly repaired,1,44.48801060,"2,744",stone,3.8 m
"Yerevan, Center, Kajaznuni St","Commercial property for sale in Kajaznuni St, Center, Yerevan, 91481","190,000",11,,40.16859790,,260 sq. m.,newly repaired,1,44.52029240,731,panel,2.8 m
"Yerevan, Arabkir, Adonts St","Commercial property for sale in new construction in Adonts St, Arabkir, Yerevan, 77335","210,000",15,,40.21216190,,100 sq. m.,zero condition,1,44.52359850,"2,100",monolit,3 m
"Yerevan, Arabkir, Hr.Kochar St","Commercial property for sale in Hr.Kochar St, Arabkir, Yerevan, 91495","985,000",17,,40.20120470,,825 sq. m.,newly repaired,1,44.50143760,"1,194",monolit,3 m
"Yerevan, Center, Teryan St","Commercial property for sale in Teryan St, Center, Yerevan, 94607","350,000",5,,40.18561980,,130 sq. m.,newly repaired,2,44.51789500,"2,692",other,3 m
"Yerevan, Center, Arshakunyats Ave","Commercial property for sale in Arshakunyats Ave, Center, Yerevan, 38347","264,000",4,,40.15684320,,480 sq. m.,good,1,44.50156630,550,stone,2.8 m
"Yerevan, Center, Tumanyan St","Commercial property for sale in Tumanyan St, Center, Yerevan, 86319","86,000",11,,40.18333300,,30 sq. m.,newly repaired,0,44.51666700,"2,867",panel,2.6 m
"Yerevan, Center, Pushkin St","Commercial property for sale in Pushkin St, Center, Yerevan, 81190","200,000",5,,40.18282220,,80 sq. m.,newly repaired,1,44.51241200,"2,500",stone,3 m
"Yerevan, Center, G.Lusavorich St","Commercial property for sale in G.Lusavorich St, Center, Yerevan, 38346","200,000",4,,40.17411770,,400 sq. m.,good,1,44.50608190,500,stone,2.8 m
"Yerevan, Arabkir, Azatutyan Ave","Commercial property for sale in Azatutyan Ave, Arabkir, Yerevan, 66540","150,000",4,,40.20348710,,70 sq. m.,newly repaired,1,44.52399100,"2,143",stone,3 m
"Yerevan, Center, Koghbatsi St","Commercial property for sale in Koghbatsi St, Center, Yerevan, 91486","450,000",5,,40.18185720,,250 sq. m.,newly repaired,0,44.51127240,"1,800",stone,3 m
"Yerevan, Center, Zavaryan St","Commercial property for sale in Zavaryan St, Center, Yerevan, 25150","280,000",2,,40.16808530,,280 sq. m.,newly repaired,2,44.51954020,"1,000",stone,2.8 m
"Yerevan, Center, Nalbandyan St","Commercial property for sale in Nalbandyan St, Center, Yerevan, 90850","1,500,000",4,,40.18475720,,290 sq. m.,newly repaired,1,44.52464160,"5,172",stone,3 m
"Yerevan, Center, Moskovyan St","Commercial property for sale in Moskovyan St, Center, Yerevan, 95531","1,450,000",9,,40.18726133,,268 sq. m.,newly repaired,1,44.50993991,"5,410",monolit,3 m
"Yerevan, Center, E. Qochar St","Commercial property for sale in E. Qochar St, Center, Yerevan, 66359","250,000",3,,40.17133660,,193 sq. m.,good,3,44.51773610,"1,295",stone,2.8 m
"Yerevan, Arabkir, Azatutyan Ave","Commercial property for sale in Azatutyan Ave, Arabkir, Yerevan, 41688","1,400,000",5,,40.19971560,,1000 sq. m.,good,1,44.51981480,"1,400",stone,3 m
"Yerevan, Center, Sayat-Nova Ave","Commercial property for sale in Sayat-Nova Ave, Center, Yerevan, 95689","1,400,000",9,,40.18170950,,308 sq. m.,newly repaired,1,44.52198740,"4,545",panel,2.8 m
"Yerevan, Arabkir, Baghramyan av(Arabkir)","Commercial property for sale in Baghramyan av(Arabkir), Arabkir, Yerevan, 72211","1,400,000",16,,40.19223710,,804 sq. m.,newly repaired,2,44.50416570,"1,741",monolit,3 m
"Yerevan, Malatia-Sebastia, Gusan Sheram St","Commercial property for sale in Gusan Sheram St, Malatia-Sebastia, Yerevan, 96310","1,300,000",3,,40.18028710,,760 sq. m.,good,3,44.44159590,"1,711",other,2.8 m
"Yerevan, Arabkir, Kievyan St","Commercial property for sale in Kievyan St, Arabkir, Yerevan, 7510","2,000,000",1,,40.19511170,,480 sq. m.,good,0,44.48831130,"4,167",other,2.8 m
